edge_id,from_lng,from_lat,to_lng,to_lat,length_m,z,building_id,travel_mode,travel_type,time_estimate_seconds,flags,transit_info,source,geometry_geojson,discovered_via
1893646,153.0120374,-27.4986847,153.0120581,-27.4986922,2.2,4.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120374, -27.4986847], [153.0120581, -27.4986922]]}",latlng_or_poiid_hc_false
1893647,153.0120581,-27.4986922,153.0120374,-27.4986847,2.2,4.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120581, -27.4986922], [153.0120374, -27.4986847]]}",latlng_or_poiid_hc_false
1893649,153.0120305,-27.4986997,153.0120374,-27.4986847,1.8,4.0,1000004,PEDESTRIAN,FOOT,2.286,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120305, -27.4986997], [153.0120374, -27.4986847]]}",latlng_or_poiid_hc_false
1893650,153.0120217,-27.4987187,153.0120424,-27.4987262,2.2,4.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120217, -27.4987187], [153.0120424, -27.4987262]]}",latlng_or_poiid_hc_false
1893651,153.0120424,-27.4987262,153.0120217,-27.4987187,2.2,4.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120424, -27.4987262], [153.0120217, -27.4987187]]}",latlng_or_poiid_hc_false
1893652,153.0121126,-27.4987269,153.0120938,-27.4987676,4.9,4.0,1000004,PEDESTRIAN,FOOT,6.223000000000001,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121126, -27.4987269], [153.0120938, -27.4987676]]}",latlng_or_poiid_hc_false
1893653,153.0122286,-27.4987714,153.0122108,-27.4988098,4.6,4.0,1000004,PEDESTRIAN,FOOT,5.842,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122286, -27.4987714], [153.0122108, -27.4988098]]}",latlng_or_poiid_hc_false
1893656,153.0121512,-27.4987413,153.0121325,-27.4987817,4.8,4.0,1000004,PEDESTRIAN,FOOT,6.096,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121512, -27.4987413], [153.0121325, -27.4987817]]}",latlng_or_poiid_hc_false
1893657,153.0121787,-27.4987276,153.0121605,-27.498721,1.9,4.0,1000004,PEDESTRIAN,FOOT,2.413,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121787, -27.4987276], [153.0121605, -27.498721]]}",latlng_or_poiid_hc_false
1893658,153.0121934,-27.4987565,153.0121747,-27.498797,4.9,4.0,1000004,PEDESTRIAN,FOOT,6.223000000000001,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121934, -27.4987565], [153.0121747, -27.498797]]}",latlng_or_poiid_hc_false
1893662,153.0121998,-27.4988282,153.0121728,-27.4988184,2.9,4.0,1000004,PEDESTRIAN,FOOT,3.683,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121998, -27.4988282], [153.0121728, -27.4988184]]}",latlng_or_poiid_hc_false
1893663,153.0121437,-27.4988104,153.0121329,-27.4988066,1.1,4.0,1000004,PEDESTRIAN,FOOT,1.3970000000000002,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121437, -27.4988104], [153.0121329, -27.4988066]]}",latlng_or_poiid_hc_false
1893666,153.0121456,-27.498828,153.0121263,-27.498821,2.1,4.0,1000004,PEDESTRIAN,FOOT,2.6670000000000003,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121456, -27.498828], [153.0121263, -27.498821]]}",latlng_or_poiid_hc_false
1893669,153.0119631,-27.49872,153.0119752,-27.4987244,1.3,4.0,1000004,PEDESTRIAN,FOOT,1.651,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119631, -27.49872], [153.0119752, -27.4987244]]}",latlng_or_poiid_hc_false
1893670,153.011951,-27.4987463,153.0119631,-27.49872,3.2,4.0,1000004,PEDESTRIAN,FOOT,4.064,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.011951, -27.4987463], [153.0119631, -27.49872]]}",latlng_or_poiid_hc_false
1893671,153.0120798,-27.4987942,153.0120861,-27.4987805,1.6,4.0,1000004,PEDESTRIAN,FOOT,2.032,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120798, -27.4987942], [153.0120861, -27.4987805]]}",latlng_or_poiid_hc_false
1893672,153.0120861,-27.4987805,153.0120798,-27.4987942,1.6,4.0,1000004,PEDESTRIAN,FOOT,2.032,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120861, -27.4987805], [153.0120798, -27.4987942]]}",latlng_or_poiid_hc_false
1893673,153.0120009,-27.4987496,153.0120277,-27.4987593,2.9,4.0,1000004,PEDESTRIAN,FOOT,3.683,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120009, -27.4987496], [153.0120277, -27.4987593]]}",latlng_or_poiid_hc_false
1893674,153.0120514,-27.4987073,153.0120305,-27.4986997,2.2,4.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120514, -27.4987073], [153.0120305, -27.4986997]]}",latlng_or_poiid_hc_false
1893678,153.0120128,-27.4987381,153.012034,-27.4987457,2.3,4.0,1000004,PEDESTRIAN,FOOT,2.921,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120128, -27.4987381], [153.012034, -27.4987457]]}",latlng_or_poiid_hc_false
1893872,153.0123423,-27.4988912,153.0123557,-27.4988622,3.5,4.0,1000004,PEDESTRIAN,FOOT,4.445,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123423, -27.4988912], [153.0123557, -27.4988622]]}",latlng_or_poiid_hc_false
1893873,153.0123281,-27.4988856,153.0123413,-27.498857,3.4,4.0,1000004,PEDESTRIAN,FOOT,4.318,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123281, -27.4988856], [153.0123413, -27.498857]]}",latlng_or_poiid_hc_false
1893874,153.0122129,-27.4988447,153.0122268,-27.4988154,3.5,4.0,1000004,PEDESTRIAN,FOOT,4.445,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122129, -27.4988447], [153.0122268, -27.4988154]]}",latlng_or_poiid_hc_false
1893890,153.0118172,-27.4987221,153.0118211,-27.4987136,1.0,4.0,1000004,PEDESTRIAN,FOOT,1.27,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118172, -27.4987221], [153.0118211, -27.4987136]]}",latlng_or_poiid_hc_false
1905154,153.0120793,-27.4987614,153.0120938,-27.4987676,1.6,4.0,1000004,PEDESTRIAN,FOOT,2.032,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120793, -27.4987614], [153.0120938, -27.4987676]]}",latlng_or_poiid_hc_false
1905376,153.0121195,-27.4988005,153.0121329,-27.4988066,1.5,4.0,1000004,PEDESTRIAN,FOOT,1.905,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121195, -27.4988005], [153.0121329, -27.4988066]]}",latlng_or_poiid_hc_false
1905390,153.0122216,-27.4988136,153.0122268,-27.4988154,0.5,4.0,1000004,PEDESTRIAN,FOOT,0.635,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122216, -27.4988136], [153.0122268, -27.4988154]]}",latlng_or_poiid_hc_false
1905396,153.0122108,-27.4988098,153.0122286,-27.4987714,4.6,4.0,1000004,PEDESTRIAN,FOOT,5.842,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122108, -27.4988098], [153.0122286, -27.4987714]]}",latlng_or_poiid_hc_false
1905400,153.0124175,-27.4988817,153.01241,-27.4988786,0.8,4.0,1000004,PEDESTRIAN,FOOT,1.016,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0124175, -27.4988817], [153.01241, -27.4988786]]}",latlng_or_poiid_hc_false
1905426,153.01241,-27.4988786,153.0123923,-27.4988738,1.8,4.0,1000004,PEDESTRIAN,FOOT,2.286,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.01241, -27.4988786], [153.0123923, -27.4988738]]}",latlng_or_poiid_hc_false
1908114,153.0121325,-27.4987817,153.0121427,-27.4987854,1.1,4.0,1000004,PEDESTRIAN,FOOT,1.3970000000000002,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121325, -27.4987817], [153.0121427, -27.4987854]]}",latlng_or_poiid_hc_false
1908115,153.0121427,-27.4987854,153.0121329,-27.4988066,2.5,4.0,1000004,PEDESTRIAN,FOOT,3.175,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121427, -27.4987854], [153.0121329, -27.4988066]]}",latlng_or_poiid_hc_false
1908116,153.0121507,-27.4987883,153.0121747,-27.498797,2.6,4.0,1000004,PEDESTRIAN,FOOT,3.302,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121507, -27.4987883], [153.0121747, -27.498797]]}",latlng_or_poiid_hc_false
1908117,153.0121329,-27.4988066,153.0121263,-27.498821,1.7,4.0,1000004,PEDESTRIAN,FOOT,2.159,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121329, -27.4988066], [153.0121263, -27.498821]]}",latlng_or_poiid_hc_false
1908120,153.0121747,-27.498797,153.0121816,-27.4987995,0.7,4.0,1000004,PEDESTRIAN,FOOT,0.8889999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121747, -27.498797], [153.0121816, -27.4987995]]}",latlng_or_poiid_hc_false
1908121,153.0121816,-27.4987995,153.0122107,-27.49881,3.1,4.0,1000004,PEDESTRIAN,FOOT,3.9370000000000003,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121816, -27.4987995], [153.0122107, -27.49881]]}",latlng_or_poiid_hc_false
1908123,153.0121728,-27.4988184,153.0121998,-27.4988282,2.9,4.0,1000004,PEDESTRIAN,FOOT,3.683,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121728, -27.4988184], [153.0121998, -27.4988282]]}",latlng_or_poiid_hc_false
1908126,153.0120587,-27.4988211,153.0121138,-27.4988411,5.9,4.0,1000004,PEDESTRIAN,FOOT,7.493,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120587, -27.4988211], [153.0121138, -27.4988411]]}",latlng_or_poiid_hc_false
1908127,153.0121138,-27.4988411,153.0121137,-27.4988415,0.0,4.0,1000004,PEDESTRIAN,FOOT,0.0,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121138, -27.4988411], [153.0121137, -27.4988415]]}",latlng_or_poiid_hc_false
1908233,153.012034,-27.4987457,153.0120494,-27.4987505,1.6,4.0,1000004,PEDESTRIAN,FOOT,2.032,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012034, -27.4987457], [153.0120494, -27.4987505]]}",latlng_or_poiid_hc_false
1908234,153.0120277,-27.4987593,153.0120009,-27.4987496,2.9,4.0,1000004,PEDESTRIAN,FOOT,3.683,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120277, -27.4987593], [153.0120009, -27.4987496]]}",latlng_or_poiid_hc_false
1908238,153.0118999,-27.4986523,153.0119808,-27.4986816,8.6,4.0,1000004,PEDESTRIAN,FOOT,10.921999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118999, -27.4986523], [153.0119808, -27.4986816]]}",latlng_or_poiid_hc_false
1908241,153.0119808,-27.4986816,153.0119929,-27.498686,1.3,4.0,1000004,PEDESTRIAN,FOOT,1.651,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119808, -27.4986816], [153.0119929, -27.498686]]}",latlng_or_poiid_hc_false
1908243,153.0119929,-27.498686,153.0120305,-27.4986997,4.0,4.0,1000004,PEDESTRIAN,FOOT,5.08,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119929, -27.498686], [153.0120305, -27.4986997]]}",latlng_or_poiid_hc_false
1908246,153.011972,-27.4987007,153.0119841,-27.4987051,1.3,4.0,1000004,PEDESTRIAN,FOOT,1.651,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.011972, -27.4987007], [153.0119841, -27.4987051]]}",latlng_or_poiid_hc_false
1908250,153.0119097,-27.4986309,153.0118999,-27.4986523,2.6,4.0,1000004,PEDESTRIAN,FOOT,3.302,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119097, -27.4986309], [153.0118999, -27.4986523]]}",latlng_or_poiid_hc_false
1908252,153.0119841,-27.4987051,153.0120217,-27.4987187,4.0,4.0,1000004,PEDESTRIAN,FOOT,5.08,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119841, -27.4987051], [153.0120217, -27.4987187]]}",latlng_or_poiid_hc_false
1908256,153.012003,-27.4986641,153.0119929,-27.498686,2.6,4.0,1000004,PEDESTRIAN,FOOT,3.302,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012003, -27.4986641], [153.0119929, -27.498686]]}",latlng_or_poiid_hc_false
1908259,153.0118911,-27.4986713,153.0118999,-27.4986523,2.3,4.0,1000004,PEDESTRIAN,FOOT,2.921,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118911, -27.4986713], [153.0118999, -27.4986523]]}",latlng_or_poiid_hc_false
1908262,153.0118835,-27.4986876,153.0118821,-27.4986907,0.4,4.0,1000004,PEDESTRIAN,FOOT,0.508,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118835, -27.4986876], [153.0118821, -27.4986907]]}",latlng_or_poiid_hc_false
1908265,153.0119752,-27.4987244,153.0120128,-27.4987381,4.0,4.0,1000004,PEDESTRIAN,FOOT,5.08,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119752, -27.4987244], [153.0120128, -27.4987381]]}",latlng_or_poiid_hc_false
1908267,153.0118699,-27.4986827,153.0118835,-27.4986876,1.4,4.0,1000004,PEDESTRIAN,FOOT,1.7779999999999998,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118699, -27.4986827], [153.0118835, -27.4986876]]}",latlng_or_poiid_hc_false
1908272,153.0118821,-27.4986907,153.0119631,-27.49872,8.6,4.0,1000004,PEDESTRIAN,FOOT,10.921999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118821, -27.4986907], [153.0119631, -27.49872]]}",latlng_or_poiid_hc_false
1908275,153.0123413,-27.498857,153.0123557,-27.4988622,1.5,4.0,1000004,PEDESTRIAN,FOOT,1.905,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123413, -27.498857], [153.0123557, -27.4988622]]}",latlng_or_poiid_hc_false
1908276,153.0122479,-27.4988231,153.0123413,-27.498857,9.9,4.0,1000004,PEDESTRIAN,FOOT,12.573,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122479, -27.4988231], [153.0123413, -27.498857]]}",latlng_or_poiid_hc_false
1908280,153.0122268,-27.4988154,153.0122191,-27.4988317,2.0,4.0,1000004,PEDESTRIAN,FOOT,2.54,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122268, -27.4988154], [153.0122191, -27.4988317]]}",latlng_or_poiid_hc_false
1908282,153.0122406,-27.498839,153.0122479,-27.4988231,1.9,4.0,1000004,PEDESTRIAN,FOOT,2.413,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122406, -27.498839], [153.0122479, -27.4988231]]}",latlng_or_poiid_hc_false
1908289,153.0120416,-27.4988582,153.0120971,-27.4988774,5.9,4.0,1000004,PEDESTRIAN,FOOT,7.493,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120416, -27.4988582], [153.0120971, -27.4988774]]}",latlng_or_poiid_hc_false
1908292,153.0121137,-27.4988415,153.0121302,-27.4988475,1.8,4.0,1000004,PEDESTRIAN,FOOT,2.286,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121137, -27.4988415], [153.0121302, -27.4988475]]}",latlng_or_poiid_hc_false
1908302,153.0120836,-27.4988475,153.012107,-27.498856,2.5,4.0,1000004,PEDESTRIAN,FOOT,3.175,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120836, -27.4988475], [153.012107, -27.498856]]}",latlng_or_poiid_hc_false
1910665,153.0118268,-27.4987057,153.0118439,-27.4987117,1.8,4.0,1000004,PEDESTRIAN,FOOT,2.286,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118268, -27.4987057], [153.0118439, -27.4987117]]}",latlng_or_poiid_hc_false
1910689,153.0118439,-27.4987117,153.0118586,-27.4986787,3.9,4.0,1000004,PEDESTRIAN,FOOT,9.906,"[""NO_HC"", ""STAIR""]",,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118439, -27.4987117], [153.0118586, -27.4986787]]}",latlng_or_poiid_hc_false
1912333,153.0120844,-27.498899,153.0120971,-27.4988774,2.7,4.0,1000004,PEDESTRIAN,FOOT,3.4290000000000003,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120844, -27.498899], [153.0120971, -27.4988774]]}",latlng_or_poiid_hc_false
2501772,153.0120971,-27.4988774,153.0121501,-27.4988957,5.6,4.0,1000004,PEDESTRIAN,FOOT,7.111999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120971, -27.4988774], [153.0121501, -27.4988957]]}",latlng_or_poiid_hc_false
2501773,153.0121501,-27.4988957,153.0120971,-27.4988774,5.6,4.0,1000004,PEDESTRIAN,FOOT,7.111999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121501, -27.4988957], [153.0120971, -27.4988774]]}",latlng_or_poiid_hc_false
2501774,153.0123923,-27.4988738,153.0123784,-27.4989041,3.6,4.0,1000004,PEDESTRIAN,FOOT,4.572,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123923, -27.4988738], [153.0123784, -27.4989041]]}",latlng_or_poiid_hc_false
2501775,153.0123784,-27.4989041,153.0123923,-27.4988738,3.6,4.0,1000004,PEDESTRIAN,FOOT,4.572,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123784, -27.4989041], [153.0123923, -27.4988738]]}",latlng_or_poiid_hc_false
2530944,153.0120938,-27.4987676,153.0121325,-27.4987817,4.1,4.0,1000004,PEDESTRIAN,FOOT,5.207,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120938, -27.4987676], [153.0121325, -27.4987817]]}",latlng_or_poiid_hc_false
2530945,153.0122107,-27.49881,153.0122216,-27.4988136,1.2,4.0,1000004,PEDESTRIAN,FOOT,1.524,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122107, -27.49881], [153.0122216, -27.4988136]]}",latlng_or_poiid_hc_false
2530946,153.0121263,-27.498821,153.0121138,-27.4988411,2.6,4.0,1000004,PEDESTRIAN,FOOT,3.302,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121263, -27.498821], [153.0121138, -27.4988411]]}",latlng_or_poiid_hc_false
2530947,153.0120494,-27.4987505,153.0120793,-27.4987614,3.2,4.0,1000004,PEDESTRIAN,FOOT,4.064,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120494, -27.4987505], [153.0120793, -27.4987614]]}",latlng_or_poiid_hc_false
2530948,153.0123557,-27.4988622,153.0123423,-27.4988912,3.5,4.0,1000004,PEDESTRIAN,FOOT,4.445,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123557, -27.4988622], [153.0123423, -27.4988912]]}",latlng_or_poiid_hc_false
2530949,153.0121302,-27.4988475,153.0121379,-27.4988502,0.8,4.0,1000004,PEDESTRIAN,FOOT,1.016,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121302, -27.4988475], [153.0121379, -27.4988502]]}",latlng_or_poiid_hc_false
2530950,153.012107,-27.498856,153.0120971,-27.4988774,2.6,4.0,1000004,PEDESTRIAN,FOOT,3.302,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012107, -27.498856], [153.0120971, -27.4988774]]}",latlng_or_poiid_hc_false
2530951,153.0118211,-27.4987136,153.0118172,-27.4987221,1.0,4.0,1000004,PEDESTRIAN,FOOT,1.27,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118211, -27.4987136], [153.0118172, -27.4987221]]}",latlng_or_poiid_hc_false
2530952,153.0121379,-27.4988502,153.0121302,-27.4988475,0.8,4.0,1000004,PEDESTRIAN,FOOT,1.016,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121379, -27.4988502], [153.0121302, -27.4988475]]}",latlng_or_poiid_hc_false
2530953,153.0121306,-27.4988657,153.0121593,-27.4988576,8.5,4.0,1000004,PEDESTRIAN,FOOT,21.59,"[""NO_HC"", ""STAIR""]",,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121306, -27.4988657], [153.0121724, -27.4988803], [153.0121797, -27.4988648], [153.0121593, -27.4988576]]}",latlng_or_poiid_hc_false
2530954,153.0118586,-27.4986787,153.0118699,-27.4986827,1.2,4.0,1000004,PEDESTRIAN,FOOT,1.524,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118586, -27.4986787], [153.0118699, -27.4986827]]}",latlng_or_poiid_hc_false
2530955,153.0118415,-27.4986729,153.0118268,-27.4987057,3.9,4.0,1000004,PEDESTRIAN,FOOT,9.906,"[""NO_HC"", ""STAIR""]",,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0118415, -27.4986729], [153.0118268, -27.4987057]]}",latlng_or_poiid_hc_false
1890040,153.0122164,-27.4988102,153.0122232,-27.4988124,0.7,5.0,1000004,PEDESTRIAN,FOOT,0.8889999999999999,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0122164, -27.4988102], [153.0122232, -27.4988124]]}",latlng_or_poiid_hc_false
1893875,153.0119051,-27.4987312,153.0119183,-27.4987026,3.4,5.0,1000004,PEDESTRIAN,FOOT,4.318,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0119051, -27.4987312], [153.0119183, -27.4987026]]}",latlng_or_poiid_hc_false
1893877,153.0121639,-27.4987729,153.0121675,-27.4987651,0.9,5.0,1000004,PEDESTRIAN,FOOT,1.143,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121639, -27.4987729], [153.0121675, -27.4987651]]}",latlng_or_poiid_hc_false
1893878,153.0123748,-27.4988981,153.0123869,-27.4988718,3.2,5.0,1000004,PEDESTRIAN,FOOT,4.064,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123748, -27.4988981], [153.0123869, -27.4988718]]}",latlng_or_poiid_hc_false
1893883,153.0123628,-27.4988002,153.0123479,-27.4988357,4.2,5.0,1000004,PEDESTRIAN,FOOT,5.3340000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123628, -27.4988002], [153.0123479, -27.4988357]]}",latlng_or_poiid_hc_false
1893888,153.0121052,-27.4987209,153.0121117,-27.4987067,1.7,5.0,1000004,PEDESTRIAN,FOOT,2.159,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121052, -27.4987209], [153.0121117, -27.4987067]]}",latlng_or_poiid_hc_false
1893889,153.0120835,-27.4987131,153.0121052,-27.4987209,2.3,5.0,1000004,PEDESTRIAN,FOOT,2.921,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120835, -27.4987131], [153.0121052, -27.4987209]]}",latlng_or_poiid_hc_false
1893897,153.0123626,-27.498863,153.0123713,-27.4988662,0.9,5.0,1000004,PEDESTRIAN,FOOT,1.143,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0123626, -27.498863], [153.0123713, -27.4988662]]}",latlng_or_poiid_hc_false
1894031,153.0121,-27.4988711,153.012099,-27.4988784,0.8,5.0,1000004,PEDESTRIAN,FOOT,1.016,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121, -27.4988711], [153.012099, -27.4988784]]}",latlng_or_poiid_hc_false
1894035,153.0120663,-27.4987768,153.0120104,-27.4987565,6.0,5.0,1000004,PEDESTRIAN,FOOT,7.62,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120663, -27.4987768], [153.0120104, -27.4987565]]}",latlng_or_poiid_hc_false
1894036,153.0120661,-27.4987771,153.0120663,-27.4987768,0.0,5.0,1000004,PEDESTRIAN,FOOT,0.0,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120661, -27.4987771], [153.0120663, -27.4987768]]}",latlng_or_poiid_hc_false
1894037,153.012057,-27.4987969,153.0120011,-27.4987766,6.0,5.0,1000004,PEDESTRIAN,FOOT,7.62,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012057, -27.4987969], [153.0120011, -27.4987766]]}",latlng_or_poiid_hc_false
1894038,153.0121006,-27.4987896,153.0120661,-27.4987771,3.7,5.0,1000004,PEDESTRIAN,FOOT,4.699000000000001,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121006, -27.4987896], [153.0120661, -27.4987771]]}",latlng_or_poiid_hc_false
1894039,153.0120104,-27.4987565,153.0120663,-27.4987768,6.0,5.0,1000004,PEDESTRIAN,FOOT,7.62,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120104, -27.4987565], [153.0120663, -27.4987768]]}",latlng_or_poiid_hc_false
1894040,153.0120011,-27.4987766,153.012057,-27.4987969,6.0,5.0,1000004,PEDESTRIAN,FOOT,7.62,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0120011, -27.4987766], [153.012057, -27.4987969]]}",latlng_or_poiid_hc_false
1894041,153.012112,-27.4987906,153.012132,-27.4987979,2.1,5.0,1000004,PEDESTRIAN,FOOT,2.6670000000000003,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012112, -27.4987906], [153.012132, -27.4987979]]}",latlng_or_poiid_hc_false
1894042,153.012132,-27.4987979,153.0121288,-27.4988047,0.8,5.0,1000004,PEDESTRIAN,FOOT,1.016,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012132, -27.4987979], [153.0121288, -27.4988047]]}",latlng_or_poiid_hc_false
1894043,153.0121117,-27.4987067,153.0121545,-27.4987222,4.6,5.0,1000004,PEDESTRIAN,FOOT,5.842,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121117, -27.4987067], [153.0121545, -27.4987222]]}",latlng_or_poiid_hc_false
1894044,153.0121545,-27.4987222,153.0121469,-27.4987388,2.0,5.0,1000004,PEDESTRIAN,FOOT,2.54,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121545, -27.4987222], [153.0121469, -27.4987388]]}",latlng_or_poiid_hc_false
1894045,153.012142,-27.4987493,153.0121545,-27.4987222,3.2,5.0,1000004,PEDESTRIAN,FOOT,4.064,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.012142, -27.4987493], [153.0121545, -27.4987222]]}",latlng_or_poiid_hc_false
1894046,153.0121009,-27.4987303,153.0120798,-27.4987226,2.2,5.0,1000004,PEDESTRIAN,FOOT,2.7940000000000005,[],,mazemap,"{""type"": ""LineString"", ""coordinates"": [[153.0121009, -27.4987303], [153.0120798, -27.4987226]]}",latlng_or_poiid_hc_false
